,scientific_name,park_name,observations,category,conservation_status
406,Carex phaeocephala,Yosemite National Park,134,Vascular Plant,
407,Phacelia cicutaria var. cicutaria,Yellowstone National Park,269,Vascular Plant,
408,Anas acuta,Yosemite National Park,105,Bird,
409,Juglans nigra,Bryce National Park,101,Vascular Plant,
410,Astragalus kentrophyta var. tegetarius,Yellowstone National Park,259,Vascular Plant,
411,Eleocharis quadrangulata,Yellowstone National Park,243,Vascular Plant,
412,Peromyscus truei,Yosemite National Park,126,Mammal,
413,Carex cherokeensis,Yellowstone National Park,291,Vascular Plant,
414,Quercus palustris,Yellowstone National Park,240,Vascular Plant,
415,Potamogeton foliosus var. foliosus,Yellowstone National Park,289,Vascular Plant,
416,Lotus crassifolius var. crassifolius,Great Smoky Mountains National Park,77,Vascular Plant,
417,Andropogon virginicus,Yosemite National Park,147,Vascular Plant,
418,Matricaria discoidea,Yosemite National Park,108,Vascular Plant,
419,Rana draytonii,Yosemite National Park,69,Amphibian,Threatened
420,Peromyscus californicus,Yellowstone National Park,276,Mammal,
421,Linanthus filipes,Great Smoky Mountains National Park,74,Vascular Plant,
422,Quercus chrysolepis,Great Smoky Mountains National Park,74,Vascular Plant,
423,Antennaria neglecta,Great Smoky Mountains National Park,85,Vascular Plant,
424,Oreothlypis peregrina,Yellowstone National Park,250,Bird,
425,Plethodon,Bryce National Park,102,Amphibian,
426,Scutellaria ovata,Yellowstone National Park,210,Vascular Plant,
427,Carex complanata,Yosemite National Park,139,Vascular Plant,
428,Ribes oxyacanthoides var. setosum,Great Smoky Mountains National Park,87,Vascular Plant,
429,Linnaea borealis,Yellowstone National Park,245,Vascular Plant,
430,Drosera anglica,Great Smoky Mountains National Park,100,Vascular Plant,
431,Dendroica petechia,Bryce National Park,75,Bird,
432,Agrostis gigantea,Yellowstone National Park,488,Vascular Plant,
433,Rana sierrae,Yosemite National Park,42,Amphibian,Endangered
434,Sitta carolinensis,Bryce National Park,73,Bird,
435,Spinus lawrencei,Yellowstone National Park,305,Bird,
436,Lilium grayi,Great Smoky Mountains National Park,89,Vascular Plant,Species of Concern
437,Carex stenoptila,Yosemite National Park,137,Vascular Plant,
438,Anthemis tinctoria,Bryce National Park,116,Vascular Plant,
439,Agrostis mertensii,Yosemite National Park,263,Vascular Plant,
440,Paeonia brownii,Great Smoky Mountains National Park,62,Vascular Plant,
441,Sayornis nigricans,Great Smoky Mountains National Park,35,Bird,
442,Cryptantha muricata,Bryce National Park,127,Vascular Plant,
443,Dendroica pensylvanica,Bryce National Park,137,Bird,
444,Gila atraria,Yosemite National Park,142,Fish,
445,Sedum pulchellum,Yosemite National Park,184,Vascular Plant,
446,Anaxyrus canorus,Great Smoky Mountains National Park,30,Amphibian,Threatened
447,Hemerocallis lilioasphodelus,Yellowstone National Park,243,Vascular Plant,
448,Neovison vison,Yellowstone National Park,218,Mammal,
449,Eurhynchium hians,Great Smoky Mountains National Park,46,Nonvascular Plant,
450,Juniperus occidentalis,Great Smoky Mountains National Park,71,Vascular Plant,
451,Cynoglossum grande,Yellowstone National Park,233,Vascular Plant,
452,Eupatorium rugosum,Great Smoky Mountains National Park,77,Vascular Plant,
453,Pinus,Great Smoky Mountains National Park,85,Vascular Plant,
454,Crepis intermedia,Bryce National Park,103,Vascular Plant,
455,Populus balsamifera ssp. balsamifera,Yellowstone National Park,255,Vascular Plant,
456,Gypsophila paniculata,Yosemite National Park,174,Vascular Plant,
457,Peromyscus truei,Great Smoky Mountains National Park,85,Mammal,
458,Agrostemma githago,Yosemite National Park,186,Vascular Plant,
459,Juniperus scopulorum,Great Smoky Mountains National Park,75,Vascular Plant,
460,Elymus multisetus,Yellowstone National Park,256,Vascular Plant,
461,Erysimum asperum,Great Smoky Mountains National Park,90,Vascular Plant,
462,Carex amphibola,Yosemite National Park,141,Vascular Plant,
463,Youngia japonica,Yellowstone National Park,251,Vascular Plant,
464,Scirpus expansus,Yellowstone National Park,203,Vascular Plant,
465,Bryohaplocladium microphyllum,Great Smoky Mountains National Park,74,Nonvascular Plant,
466,Carex aestivalis,Bryce National Park,115,Vascular Plant,
467,Spea intermontana,Bryce National Park,60,Amphibian,
468,Funaria hygrometrica,Yellowstone National Park,276,Nonvascular Plant,
469,Tytonidae,Bryce National Park,111,Bird,
470,Solanum xanti,Great Smoky Mountains National Park,80,Vascular Plant,
471,Claytonia megarhiza,Bryce National Park,98,Vascular Plant,
472,Eriogonum wrightii var. trachygonum,Yellowstone National Park,283,Vascular Plant,
473,Ericameria nauseosa var. oreophila,Bryce National Park,109,Vascular Plant,
474,Reithrodontomys humulis,Yellowstone National Park,222,Mammal,
475,Malva parviflora,Great Smoky Mountains National Park,81,Vascular Plant,
476,Trichomanes intricatum,Yellowstone National Park,225,Vascular Plant,
477,Perideridia howellii,Yosemite National Park,126,Vascular Plant,
478,Corydalis aurea,Yosemite National Park,141,Vascular Plant,
479,Rhus glabra,Yellowstone National Park,238,Vascular Plant,
480,Juncus ensifolius,Great Smoky Mountains National Park,71,Vascular Plant,
481,Neotoma macrotis streatori,Bryce National Park,91,Mammal,
482,Polygonum scandens var. cristatum,Bryce National Park,141,Vascular Plant,
483,Luxilus chrysocephalus,Great Smoky Mountains National Park,55,Fish,
484,Cyperus refractus,Yellowstone National Park,222,Vascular Plant,
485,Penstemon davidsonii var. davidsonii,Bryce National Park,73,Vascular Plant,
486,Trisetum spicatum,Bryce National Park,119,Vascular Plant,
487,Panicum philadelphicum,Bryce National Park,103,Vascular Plant,
488,Torilis nodosa,Yosemite National Park,170,Vascular Plant,
489,Polytrichum piliferum,Great Smoky Mountains National Park,34,Nonvascular Plant,
490,Carex haydeniana,Great Smoky Mountains National Park,119,Vascular Plant,
491,Stellaria corei,Bryce National Park,117,Vascular Plant,
492,Pipilo maculatus,Yosemite National Park,135,Bird,
493,Pluvialis squatarola,Great Smoky Mountains National Park,95,Bird,
494,Actitis macularia,Bryce National Park,91,Bird,
495,Spizella arborea,Yosemite National Park,151,Bird,
496,Silene oregana,Great Smoky Mountains National Park,69,Vascular Plant,
497,Salix pseudomonticola,Great Smoky Mountains National Park,58,Vascular Plant,
498,Geum vernum,Bryce National Park,131,Vascular Plant,
499,Thalictrum thalictroides,Yosemite National Park,170,Vascular Plant,
500,Mertensia virginica,Great Smoky Mountains National Park,69,Vascular Plant,
501,Lithophragma affine,Yellowstone National Park,254,Vascular Plant,
502,Desmodium laevigatum,Great Smoky Mountains National Park,61,Vascular Plant,
503,Phoenicaulis cheiranthoides,Yosemite National Park,144,Vascular Plant,
504,Smilax biltmoreana,Yellowstone National Park,255,Vascular Plant,
505,Schwetschkeopsis fabronia,Yellowstone National Park,253,Nonvascular Plant,
506,Oxytropis campestris var. cusickii,Bryce National Park,70,Vascular Plant,
507,Cornus nuttallii,Yosemite National Park,145,Vascular Plant,
508,Ranunculus allegheniensis,Bryce National Park,137,Vascular Plant,
509,Pelecanus erythrorhynchos,Great Smoky Mountains National Park,93,Bird,Species of Concern
510,Rumex conglomeratus,Great Smoky Mountains National Park,48,Vascular Plant,
511,Sanicula canadensis,Yosemite National Park,144,Vascular Plant,
512,Mertensia alpina,Bryce National Park,110,Vascular Plant,
513,Diodia teres,Great Smoky Mountains National Park,102,Vascular Plant,
514,Isothecium myosuroides,Yellowstone National Park,273,Nonvascular Plant,
515,Xanthocephalus xanthocephalus,Yosemite National Park,134,Bird,
516,Sorex dispar,Bryce National Park,123,Mammal,
517,Juncus biflorus,Yellowstone National Park,220,Vascular Plant,
518,Populus balsamifera,Bryce National Park,89,Vascular Plant,
519,Moneses uniflora,Great Smoky Mountains National Park,105,Vascular Plant,
520,Barbilophozia attenuata,Yellowstone National Park,247,Nonvascular Plant,
521,Cheilanthes alabamensis,Yellowstone National Park,276,Vascular Plant,
522,Crataegus crus-galli,Great Smoky Mountains National Park,50,Vascular Plant,
523,Oxytropis deflexa var. sericea,Yosemite National Park,169,Vascular Plant,
524,Pholistoma auritum var. auritum,Yosemite National Park,157,Vascular Plant,
525,Bryum pseudotriquetrum,Yosemite National Park,156,Nonvascular Plant,
526,Carex eburnea,Yellowstone National Park,251,Vascular Plant,
527,Thelypodium integrifolium,Yellowstone National Park,285,Vascular Plant,
528,Clintonia uniflora,Bryce National Park,125,Vascular Plant,
529,Leptodontium excelsum,Yosemite National Park,130,Nonvascular Plant,
530,Astragalus americanus,Bryce National Park,107,Vascular Plant,
531,Lathyrus venosus var. intonsus,Yosemite National Park,165,Vascular Plant,
532,Streptopus roseus,Bryce National Park,144,Vascular Plant,
533,Heterocodon rariflorum,Bryce National Park,141,Vascular Plant,
534,Cirsium discolor,Bryce National Park,74,Vascular Plant,
535,Cardamine angustata,Great Smoky Mountains National Park,52,Vascular Plant,
536,Convallaria majuscula,Yellowstone National Park,235,Vascular Plant,
537,Claytonia parviflora ssp. parviflora,Yosemite National Park,157,Vascular Plant,
538,Arnica fulgens,Yosemite National Park,172,Vascular Plant,
539,Collinsonia verticillata,Great Smoky Mountains National Park,50,Vascular Plant,
540,Aster integrifolius,Great Smoky Mountains National Park,73,Vascular Plant,
541,Draba aurea,Yellowstone National Park,242,Vascular Plant,
542,Lasiurus blossevillii,Great Smoky Mountains National Park,70,Mammal,Species of Concern
543,Cirsium occidentale var. californicum,Bryce National Park,84,Vascular Plant,
544,Taricha sierrae,Yosemite National Park,146,Amphibian,
545,Achnatherum X bloomeri,Yellowstone National Park,261,Vascular Plant,
546,Eriophyllum lanatum,Great Smoky Mountains National Park,61,Vascular Plant,
547,Selaginella apoda,Bryce National Park,119,Vascular Plant,
548,Sarracenia purpurea,Yosemite National Park,166,Vascular Plant,
549,Camissonia subacaulis,Great Smoky Mountains National Park,113,Vascular Plant,
550,Lewisia rediviva var. rediviva,Yellowstone National Park,252,Vascular Plant,
551,Acer saccharinum,Yosemite National Park,167,Vascular Plant,
552,Trifolium cyathiferum,Yosemite National Park,159,Vascular Plant,
553,Carex nigricans,Bryce National Park,128,Vascular Plant,
554,Gentianopsis simplex,Bryce National Park,87,Vascular Plant,
555,Cardaria draba,Yosemite National Park,169,Vascular Plant,
556,Oryzopsis asperifolia,Bryce National Park,126,Vascular Plant,
557,Juncus bufonius var. bufonius,Yellowstone National Park,255,Vascular Plant,
558,Ulota crispa,Great Smoky Mountains National Park,108,Nonvascular Plant,
559,Podistera nevadensis,Yellowstone National Park,215,Vascular Plant,
560,Coragyps atratus,Yosemite National Park,150,Bird,
561,Mimulus angustatus,Bryce National Park,95,Vascular Plant,
562,Piptatherum exiguum,Yosemite National Park,101,Vascular Plant,
563,Physostegia virginiana,Yosemite National Park,183,Vascular Plant,
564,Hieracium gronovii,Great Smoky Mountains National Park,102,Vascular Plant,
565,Cymophyllus fraserianus,Yosemite National Park,132,Vascular Plant,
566,Plagiomnium cuspidatum,Yellowstone National Park,252,Nonvascular Plant,
567,Cynanchum laeve,Yellowstone National Park,236,Vascular Plant,
568,Empidonax alnorum,Yellowstone National Park,228,Bird,
569,Clarkia rhomboidea,Bryce National Park,119,Vascular Plant,
570,Adenocaulon bicolor,Yosemite National Park,130,Vascular Plant,
571,Claytonia virginica,Yosemite National Park,146,Vascular Plant,
572,Peltandra virginica,Yosemite National Park,128,Vascular Plant,
573,Malaxis unifolia,Yellowstone National Park,259,Vascular Plant,
574,Arabis platysperma var. howellii,Yosemite National Park,135,Vascular Plant,
575,Carex nebrascensis,Yosemite National Park,145,Vascular Plant,
576,Luzula glabrata var. hitchcockii,Bryce National Park,143,Vascular Plant,
577,Grindelia nana,Yellowstone National Park,236,Vascular Plant,
578,Viburnum dentatum,Bryce National Park,97,Vascular Plant,
579,Carex swanii,Yosemite National Park,139,Vascular Plant,
580,Corallorrhiza trifida,Yosemite National Park,146,Vascular Plant,
581,Lysimachia fraseri,Yellowstone National Park,238,Vascular Plant,Species of Concern
582,Arabis glabra var. glabra,Great Smoky Mountains National Park,38,Vascular Plant,
583,Trifolium hybridum,Bryce National Park,75,Vascular Plant,
584,Saccharum alopecuroidum,Yellowstone National Park,247,Vascular Plant,
585,Epilobium oreganum,Bryce National Park,60,Vascular Plant,Species of Concern
586,Epipactis gigantea,Bryce National Park,71,Vascular Plant,
587,Hibiscus syriacus,Yosemite National Park,159,Vascular Plant,
588,Streptopus lanceolatus var. lanceolatus,Bryce National Park,124,Vascular Plant,
589,Dicranodontium asperulum,Yellowstone National Park,279,Nonvascular Plant,
590,Lonicera flava,Bryce National Park,88,Vascular Plant,
591,Viola blanda var. palustriformis,Bryce National Park,97,Vascular Plant,
592,Rubus leucodermis,Bryce National Park,113,Vascular Plant,
593,Veronica americana,Bryce National Park,77,Vascular Plant,
594,Bromus inermis var. inermis,Yosemite National Park,164,Vascular Plant,
595,Galium tinctorium,Great Smoky Mountains National Park,86,Vascular Plant,
596,Agrimonia rostellata,Yosemite National Park,148,Vascular Plant,
597,Melica aristata,Great Smoky Mountains National Park,101,Vascular Plant,
598,Ribes nevadense,Bryce National Park,116,Vascular Plant,
599,Melica harfordii,Yosemite National Park,140,Vascular Plant,
600,Humulus lupulus,Yellowstone National Park,215,Vascular Plant,
601,Sparganium emersum,Great Smoky Mountains National Park,75,Vascular Plant,
602,Ctenidium molluscum,Great Smoky Mountains National Park,52,Nonvascular Plant,
603,Thermopsis fraxinifolia,Great Smoky Mountains National Park,79,Vascular Plant,
604,Cryptantha fendleri,Bryce National Park,112,Vascular Plant,
605,Rubus alumnus,Yosemite National Park,156,Vascular Plant,
606,Agrostis exarata,Bryce National Park,105,Vascular Plant,
607,Rudbeckia californica var. californica,Bryce National Park,111,Vascular Plant,
608,Erigeron elmeri,Yosemite National Park,105,Vascular Plant,
609,Rubus ursinus,Bryce National Park,111,Vascular Plant,
610,Linum virginianum,Yosemite National Park,133,Vascular Plant,
611,Percina aurantiaca,Bryce National Park,95,Fish,
612,Hedysarum alpinum var. americanum,Yellowstone National Park,239,Vascular Plant,
613,Pogonatum pensilvanicum,Yellowstone National Park,253,Nonvascular Plant,
614,Mentzelia montana,Yellowstone National Park,280,Vascular Plant,
615,Toxicodendron diversilobum,Bryce National Park,95,Vascular Plant,
616,Viola lanceolata,Great Smoky Mountains National Park,79,Vascular Plant,
617,Pellaea glabella,Yellowstone National Park,221,Vascular Plant,
618,Aesculus pavia,Yosemite National Park,164,Vascular Plant,
619,Egretta thula,Great Smoky Mountains National Park,66,Bird,
620,Aythya collaris,Yellowstone National Park,230,Bird,
621,Commelina virginica,Yellowstone National Park,230,Vascular Plant,
622,Ranunculus hispidus var. nitidus,Yosemite National Park,137,Vascular Plant,
623,Eriogonum nudum var. nudum,Yellowstone National Park,248,Vascular Plant,
624,Tridens flavus var. chapmanii,Yosemite National Park,110,Vascular Plant,
625,Spergula arvensis,Bryce National Park,95,Vascular Plant,
626,Gayophytum heterozygum,Yellowstone National Park,267,Vascular Plant,
627,Aplectrum hyemale,Yellowstone National Park,240,Vascular Plant,
628,Platygyrium repens,Yosemite National Park,197,Nonvascular Plant,
629,Lamium purpureum,Great Smoky Mountains National Park,43,Vascular Plant,
630,Artemisia douglasiana,Yosemite National Park,146,Vascular Plant,
631,Arenaria congesta var. suffrutescens,Great Smoky Mountains National Park,76,Vascular Plant,
632,Carex aquatilis var. aquatilis,Great Smoky Mountains National Park,91,Vascular Plant,
633,Verbascum blattaria,Bryce National Park,95,Vascular Plant,
634,Tringa solitaria,Yellowstone National Park,267,Bird,
635,Carex nervina,Yellowstone National Park,236,Vascular Plant,
636,Leskea gracilescens,Bryce National Park,94,Nonvascular Plant,
